ident,iata_code,icao_code,local_code,name,type,latitude_deg,longitude_deg,elevation_ft,country_name,region_name,runway_lengths_ft,runway_surfaces,airtanker_base,index__gacc,gacc
KFAT,FAT,KFAT,FAT,Fresno Yosemite International Airport,medium_airport,36.776199,-119.718002,336.0,United States,California,"8008,9217","asphalt,asphalt",True,96,Southern California Coordination Center
KFAY,FAY,KFAY,FAY,Fayetteville Regional Airport - Grannis Field,medium_airport,34.991199,-78.880302,189.0,United States,North Carolina,7712,asphalt,False,100,Southern Area Coordination Center
KFBR,FBR,KFBR,FBR,Fort Bridger Airport,small_airport,41.3918991089,-110.406997681,7034.0,United States,Wyoming,6402,asphalt,False,119,Rocky Mountain Area Coordination Center
KFCI,,KFCI,FCI,Richmond Executive-Chesterfield County Airport,small_airport,37.406502,-77.525002,236.0,United States,Virginia,5500,asphalt,False,100,Southern Area Coordination Center
KFCM,FCM,KFCM,FCM,Flying Cloud Airport,small_airport,44.8272018433,-93.4570999146,906.0,United States,Minnesota,5000,asphalt,False,51,Eastern Area Coordination Center
KFDK,FDK,KFDK,FDK,Frederick Municipal Airport,small_airport,39.4175987244,-77.3742980957,303.0,United States,Maryland,5220,asphalt,False,51,Eastern Area Coordination Center
KFDR,FDR,KFDR,FDR,Frederick Regional Airport,small_airport,34.35200119,-98.98390198,1258.0,United States,Oklahoma,"6000,6099","asphalt,asphalt",False,100,Southern Area Coordination Center
KFDW,,,FDW,Fairfield County Airport,small_airport,34.315498,-81.108803,577.0,United States,South Carolina,5004,asphalt,False,100,Southern Area Coordination Center
KFDY,FDY,KFDY,FDY,Findlay Airport,medium_airport,41.0135002136,-83.66870117190001,813.0,United States,Ohio,"5883,6500","asphalt,asphalt",False,51,Eastern Area Coordination Center
KFEP,FEP,KFEP,FEP,Albertus Airport,small_airport,42.2462005615,-89.58200073239999,859.0,United States,Illinois,5504,asphalt,False,51,Eastern Area Coordination Center
KFET,FET,KFET,FET,Fremont Municipal Airport,small_airport,41.45024,-96.522884,1204.0,United States,Nebraska,5500,asphalt,False,119,Rocky Mountain Area Coordination Center
KFFC,,,FFC,Peachtree City Falcon Field,small_airport,33.3573,-84.5718,808.0,United States,Georgia,5219,asphalt,False,100,Southern Area Coordination Center
KFFM,FFM,KFFM,FFM,Fergus Falls Municipal Airport - Einar Mickelson Field,small_airport,46.28440094,-96.15670013,1183.0,United States,Minnesota,5639,asphalt,False,51,Eastern Area Coordination Center
KFFT,FFT,KFFT,FFT,Capital City Airport,small_airport,38.181698,-84.906764,806.0,United States,Kentucky,5005,asphalt,False,100,Southern Area Coordination Center
KFFX,,,FFX,Fremont Municipal Airport,small_airport,43.436854,-85.996592,772.0,United States,Michigan,6500,asphalt,False,51,Eastern Area Coordination Center
KFFZ,MSC,KFFZ,FFZ,Falcon Field,small_airport,33.4608001709,-111.727996826,1394.0,United States,Arizona,5101,asphalt,False,97,Southwest Area Coordination Center
KFGX,,,FGX,Fleming Mason Airport,small_airport,38.5418014526,-83.74340057370001,913.0,United States,Kentucky,5001,asphalt,False,100,Southern Area Coordination Center
KFIT,,,FIT,Fitchburg Municipal Airport,small_airport,42.55410003662109,-71.75900268554688,348.0,United States,Massachusetts,5001,asphalt,False,51,Eastern Area Coordination Center
KFKL,FKL,KFKL,FKL,Venango Regional Airport,medium_airport,41.3778991699,-79.8603973389,1540.0,United States,Pennsylvania,5200,asphalt,False,51,Eastern Area Coordination Center
KFKR,,,FKR,Frankfort Clinton County Regional Airport,small_airport,40.273399,-86.562202,861.0,United States,Indiana,5000,asphalt,False,51,Eastern Area Coordination Center
KFLD,FLD,KFLD,FLD,Fond du Lac County Airport,small_airport,43.7711982727,-88.48840332030001,808.0,United States,Wisconsin,5941,asphalt,False,51,Eastern Area Coordination Center
KFLG,FLG,KFLG,FLG,Flagstaff Pulliam International Airport,medium_airport,35.1385,-111.670998,7014.0,United States,Arizona,6999,asphalt,False,97,Southwest Area Coordination Center
KFLL,FLL,KFLL,FLL,Fort Lauderdale Hollywood International Airport,large_airport,26.072599,-80.152702,9.0,United States,Florida,"8000,9000","asphalt,asphalt",False,100,Southern Area Coordination Center
KFLO,FLO,KFLO,FLO,Florence Regional Airport,medium_airport,34.18539810180664,-79.7238998413086,146.0,United States,South Carolina,"5999,6499","asphalt,asphalt",False,100,Southern Area Coordination Center
KFLP,FLP,KFLP,FLP,Marion County Regional Airport,small_airport,36.29090118,-92.59030151,719.0,United States,Arkansas,5000,asphalt,False,100,Southern Area Coordination Center
KFLX,FLX,KFLX,FLX,Fallon Municipal Airport,small_airport,39.4990997314,-118.749000549,3963.0,United States,Nevada,5703,asphalt,False,118,Great Basin Coordination Center
KFMN,FMN,KFMN,FMN,Four Corners Regional Airport,medium_airport,36.741199,-108.230003,5506.0,United States,New Mexico,"6500,6704","asphalt,asphalt",False,97,Southwest Area Coordination Center
KFMY,FMY,KFMY,FMY,Page Field,medium_airport,26.58659935,-81.86329650879999,17.0,United States,Florida,6406,asphalt,False,100,Southern Area Coordination Center
KFNL,FNL,KFNL,FNL,Northern Colorado Regional Airport,medium_airport,40.44969,-105.011272,5016.0,United States,Colorado,8500,asphalt,False,119,Rocky Mountain Area Coordination Center
KFNT,FNT,KFNT,FNT,Bishop International Airport,medium_airport,42.96540069580078,-83.74359893798828,782.0,United States,Michigan,"7201,7849","asphalt,asphalt",False,51,Eastern Area Coordination Center
KFOA,,,FOA,Flora Municipal Airport,small_airport,38.66490173339844,-88.4530029296875,473.0,United States,Illinois,5003,asphalt,False,51,Eastern Area Coordination Center
KFOD,FOD,KFOD,FOD,Fort Dodge Regional Airport,medium_airport,42.552624,-94.191237,1156.0,United States,Iowa,"5300,6548","asphalt,asphalt",False,51,Eastern Area Coordination Center
KFOK,FOK,KFOK,FOK,Francis S Gabreski Airport,small_airport,40.8437004089,-72.6317977905,67.0,United States,New York,5000,asphalt,False,51,Eastern Area Coordination Center
KFPR,FPR,KFPR,FPR,St Lucie County International Airport,medium_airport,27.49510002,-80.36830139,24.0,United States,Florida,6492,asphalt,False,100,Southern Area Coordination Center
KFQD,,,FQD,Rutherford County Marchman Field,small_airport,35.4282,-81.935097,1077.0,United States,North Carolina,5000,asphalt,False,100,Southern Area Coordination Center
KFRG,FRG,KFRG,FRG,Republic Airport,medium_airport,40.7288017273,-73.4133987427,82.0,United States,New York,"5516,6827","asphalt,asphalt",False,51,Eastern Area Coordination Center
KFRH,FRH,KFRH,FRH,French Lick Municipal Airport,small_airport,38.5061988831,-86.63690185550001,792.0,United States,Indiana,5500,asphalt,False,51,Eastern Area Coordination Center
KFRM,FRM,KFRM,FRM,Fairmont Municipal Airport,small_airport,43.643901825,-94.4156036377,1162.0,United States,Minnesota,5505,asphalt,False,51,Eastern Area Coordination Center
KFSD,FSD,KFSD,FSD,Sioux Falls Regional Airport / Joe Foss Field,medium_airport,43.585463,-96.741152,1429.0,United States,South Dakota,8000,asphalt,False,119,Rocky Mountain Area Coordination Center
KFSM,FSM,KFSM,FSM,Fort Smith Regional Airport,medium_airport,35.336601,-94.367401,469.0,United States,Arkansas,"5002,8000","asphalt,asphalt",False,100,Southern Area Coordination Center
KFST,FST,KFST,FST,Fort Stockton Pecos County Airport,medium_airport,30.9157009125,-102.916000366,3011.0,United States,Texas,7507,asphalt,False,100,Southern Area Coordination Center
KFSU,FSU,KFSU,FSU,Fort Sumner Municipal Airport,small_airport,34.4833984375,-104.217002869,4165.0,United States,New Mexico,"5300,5800","asphalt,asphalt",False,97,Southwest Area Coordination Center
KFTG,,,CFO,Colorado Air and Space Port,small_airport,39.784194,-104.537639,5512.0,United States,Colorado,"8000,8000","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KFTK,FTK,KFTK,FTK,Godman Army Air Field,medium_airport,37.9071006775,-85.9720993042,756.0,United States,Kentucky,"5185,5253","asphalt,asphalt",False,100,Southern Area Coordination Center
KFTY,FTY,KFTY,FTY,Fulton County Airport Brown Field,medium_airport,33.7790985107,-84.5214004517,841.0,United States,Georgia,5796,asphalt,False,100,Southern Area Coordination Center
KFWS,,,FWS,Fort Worth Spinks Airport,small_airport,32.565201,-97.308098,700.0,United States,Texas,6002,asphalt,False,100,Southern Area Coordination Center
KFXE,FXE,KFXE,FXE,Fort Lauderdale Executive Airport,medium_airport,26.1972999573,-80.1707000732,13.0,United States,Florida,6001,asphalt,False,100,Southern Area Coordination Center
KFXY,FXY,KFXY,FXY,Forest City Municipal Airport,small_airport,43.23469925,-93.62409973,1229.0,United States,Iowa,5806,asphalt,False,51,Eastern Area Coordination Center
KFYE,,,FYE,Fayette County Airport,small_airport,35.207699,-89.394501,436.0,United States,Tennessee,5000,asphalt,False,100,Southern Area Coordination Center
KFYJ,,,FYJ,Middle Peninsula Regional Airport,small_airport,37.521299,-76.762762,20.0,United States,Virginia,5000,asphalt,False,100,Southern Area Coordination Center
KFYM,FYM,KFYM,FYM,Fayetteville Municipal Airport,small_airport,35.059700012200004,-86.5640029907,984.0,United States,Tennessee,5900,asphalt,False,100,Southern Area Coordination Center
KFYV,FYV,KFYV,FYV,Drake Field,medium_airport,36.00510025024414,-94.17009735107422,1251.0,United States,Arkansas,6006,asphalt,False,100,Southern Area Coordination Center
KFZG,,,FZG,Fitzgerald Municipal Airport,small_airport,31.68370056152344,-83.27050018310547,365.0,United States,Georgia,5002,asphalt,False,100,Southern Area Coordination Center
KFZY,,,FZY,Oswego County Airport,small_airport,43.3508,-76.3881,475.0,United States,New York,5197,asphalt,False,51,Eastern Area Coordination Center
KGAD,GAD,KGAD,GAD,Northeast Alabama Regional Airport,small_airport,33.972599,-86.088996,569.0,United States,Alabama,6802,asphalt,False,100,Southern Area Coordination Center
KGAG,GAG,KGAG,GAG,Gage Heibeck Airport,small_airport,36.295502,-99.776398,2223.0,United States,Oklahoma,5415,asphalt,False,100,Southern Area Coordination Center
KGBD,GBD,KGBD,GBD,Great Bend Municipal Airport,small_airport,38.344299,-98.8592,1887.0,United States,Kansas,7850,asphalt,False,119,Rocky Mountain Area Coordination Center
KGBG,GBG,KGBG,GBG,Galesburg Municipal Airport,small_airport,40.9379997253,-90.431098938,764.0,United States,Illinois,5793,asphalt,False,51,Eastern Area Coordination Center
KGCD,JDA,KGCD,GCD,Grant County Regional Airport / Ogilvie Field,small_airport,44.404202,-118.962997,3703.0,United States,Oregon,5220,asphalt,False,90,Northwest Interagency Coordination Center
KGCM,,,GCM,Claremore Regional Airport,small_airport,36.292702,-95.479599,733.0,United States,Oklahoma,5200,asphalt,False,100,Southern Area Coordination Center
KGCN,GCN,KGCN,GCN,Grand Canyon National Park Airport,medium_airport,35.9524,-112.147003,6609.0,United States,Arizona,8999,asphalt,False,97,Southwest Area Coordination Center
KGCY,GCY,KGCY,GCY,Greeneville Municipal Airport,small_airport,36.195648,-82.811482,1608.0,United States,Tennessee,6302,asphalt,False,100,Southern Area Coordination Center
KGDJ,,,GDJ,Granbury Regional Airport,small_airport,32.442222,-97.824444,835.0,United States,Texas,5201,asphalt,False,100,Southern Area Coordination Center
KGDV,GDV,KGDV,GDV,Dawson Community Airport,medium_airport,47.137658,-104.80691,2458.0,United States,Montana,5704,asphalt,False,89,Northern Rockies Coordination Center
KGED,GED,KGED,GED,Delaware Coastal Airport,small_airport,38.689201,-75.358902,53.0,United States,Delaware,5500,asphalt,False,51,Eastern Area Coordination Center
KGEG,GEG,KGEG,GEG,Spokane International Airport,medium_airport,47.6199,-117.533997,2376.0,United States,Washington,"8198,11002","asphalt,asphalt",False,90,Northwest Interagency Coordination Center
KGEU,,,GEU,Glendale Municipal Airport,small_airport,33.52690124511719,-112.29499816894533,1071.0,United States,Arizona,7099,asphalt,False,97,Southwest Area Coordination Center
KGEY,GEY,KGEY,GEY,South Big Horn County Airport,small_airport,44.51679993,-108.0830002,3939.0,United States,Wyoming,"6953,7003","asphalt,asphalt",True,119,Rocky Mountain Area Coordination Center
KGEZ,,,GEZ,Shelbyville Municipal Airport,small_airport,39.586044,-85.804024,803.0,United States,Indiana,5000,asphalt,False,51,Eastern Area Coordination Center
KGFK,GFK,KGFK,GFK,Grand Forks International Airport,medium_airport,47.949299,-97.176102,845.0,United States,North Dakota,7349,asphalt,False,89,Northern Rockies Coordination Center
KGFL,GFL,KGFL,GFL,Floyd Bennett Memorial Airport,medium_airport,43.3412017822,-73.6102981567,328.0,United States,New York,5000,asphalt,False,51,Eastern Area Coordination Center
KGGE,GGE,KGGE,GGE,Georgetown County Airport,small_airport,33.3116989136,-79.3196029663,39.0,United States,South Carolina,5001,asphalt,False,100,Southern Area Coordination Center
KGGG,GGG,KGGG,GGG,East Texas Regional Airport,medium_airport,32.38399887084961,-94.71150207519533,365.0,United States,Texas,"6109,10000","asphalt,asphalt",False,100,Southern Area Coordination Center
KGGW,GGW,KGGW,GGW,Glasgow Valley County Airport Wokal Field,medium_airport,48.212502,-106.614998,2296.0,United States,Montana,"5000,5001","asphalt,asphalt",False,89,Northern Rockies Coordination Center
KGIC,IDH,KGIC,GIC,Idaho County Airport,small_airport,45.9426,-116.123001,3314.0,United States,Idaho,5100,asphalt,True,89,Northern Rockies Coordination Center
KGIF,GIF,KGIF,GIF,Winter Haven Regional Airport - Gilbert Field,small_airport,28.062901,-81.753304,145.0,United States,Florida,5006,asphalt,False,100,Southern Area Coordination Center
KGJT,GJT,KGJT,GJT,Grand Junction Regional Airport,medium_airport,39.126663,-108.529387,4858.0,United States,Colorado,"5502,10501","asphalt,asphalt",True,119,Rocky Mountain Area Coordination Center
KGKJ,MEJ,KGKJ,GKJ,Port Meadville Airport,small_airport,41.626499,-80.214699,1399.0,United States,Pennsylvania,5002,asphalt,False,51,Eastern Area Coordination Center
KGKT,GKT,KGKT,GKT,Gatlinburg-Pigeon Forge Airport,small_airport,35.85779953,-83.52870178219999,1014.0,United States,Tennessee,5506,asphalt,False,100,Southern Area Coordination Center
KGLE,GLE,KGLE,GLE,Gainesville Municipal Airport,small_airport,33.651401519800004,-97.1969985962,845.0,United States,Texas,6000,asphalt,False,100,Southern Area Coordination Center
KGLH,GLH,KGLH,GLH,Mid Delta Regional Airport,medium_airport,33.482899,-90.985603,131.0,United States,Mississippi,8001,asphalt,False,100,Southern Area Coordination Center
KGLR,GLR,KGLR,GLR,Gaylord Regional Airport,small_airport,45.0135002136,-84.7035980225,1328.0,United States,Michigan,6578,asphalt,False,51,Eastern Area Coordination Center
KGLW,GLW,KGLW,GLW,Glasgow Municipal Airport,small_airport,37.03179932,-85.9536972,716.0,United States,Kentucky,5301,asphalt,False,100,Southern Area Coordination Center
KGMJ,,,GMJ,Grove Municipal Airport,small_airport,36.6068,-94.738602,831.0,United States,Oklahoma,5250,asphalt,False,100,Southern Area Coordination Center
KGMU,GMU,KGMU,GMU,Greenville Downtown Airport,medium_airport,34.847903,-82.350217,1048.0,United States,South Carolina,5393,asphalt,False,100,Southern Area Coordination Center
KGNB,,,GNB,Granby Grand County Airport,small_airport,40.08969879150391,-105.91699981689452,8203.0,United States,Colorado,5095,asphalt,False,119,Rocky Mountain Area Coordination Center
KGNC,,,GNC,Gaines County Airport,small_airport,32.676807,-102.649927,3315.0,United States,Texas,5376,asphalt,False,100,Southern Area Coordination Center
KGNF,,,GNF,Grenada Municipal Airport,small_airport,33.8325,-89.798203,208.0,United States,Mississippi,"5000,7000","asphalt,asphalt",False,100,Southern Area Coordination Center
KGNT,GNT,KGNT,GNT,Grants-Milan Municipal Airport,small_airport,35.167301178,-107.902000427,6537.0,United States,New Mexico,7172,asphalt,False,97,Southwest Area Coordination Center
KGNV,GNV,KGNV,GNV,Gainesville Regional Airport,medium_airport,29.6900997162,-82.2717971802,152.0,United States,Florida,7504,asphalt,False,100,Southern Area Coordination Center
KGON,GON,KGON,GON,Groton New London Airport,medium_airport,41.330101,-72.045097,9.0,United States,Connecticut,5000,asphalt,False,51,Eastern Area Coordination Center
KGOV,,,GOV,Grayling Army Air Field,small_airport,44.680302,-84.728897,1158.0,United States,Michigan,5000,asphalt,False,51,Eastern Area Coordination Center
KGPH,,,GPH,Midwest National Air Center Airport,small_airport,39.3325,-94.309601,777.0,United States,Missouri,5504,asphalt,False,51,Eastern Area Coordination Center
KGPI,FCA,KGPI,GPI,Glacier Park International Airport,medium_airport,48.31050109863281,-114.25599670410156,2977.0,United States,Montana,9007,asphalt,False,89,Northern Rockies Coordination Center
KGPT,GPT,KGPT,GPT,Gulfport Biloxi International Airport,medium_airport,30.407301,-89.070099,28.0,United States,Mississippi,7000,asphalt,False,100,Southern Area Coordination Center
KGPZ,GPZ,KGPZ,GPZ,Grand Rapids Itasca Co-Gordon Newstrom field,small_airport,47.21110153,-93.50980377,1355.0,United States,Minnesota,5755,asphalt,False,51,Eastern Area Coordination Center
